Source file: STIRRER  LEFT.dnl
Date: 01.03.2020
Time: 15:13
User name: MASTERDRIVES VC(CUVC)
Device type: MASTERDRIVES VC(CUVC)
SW version: 03.4
Bus address: 0
;;;;
MFLB: 6SE70 .. [18] 21-3E.6.                        
Converter supply voltage: 415 V
Converter current(n): 13.2 A
Converter power(n): 5.5 kW
Date of generation: 20.1.2005
Operating hours: 540.3.3052

;Basic board;Slot A;Slot C;Slot D;Slot E;Slot F;Slot G
n958;AutomaticRecord;019;1st CB/TB B3900;4 
n958;AutomaticRecord;020;-;20 
n958;AutomaticRecord;021;-;20 
n958;AutomaticRecord;022;-;20 
n958;AutomaticRecord;023;-;20 
n958;AutomaticRecord;024;-;20 
n958;AutomaticRecord;025;SCB B4500..;4 
n958;AutomaticRecord;026;SCB B4600..;4 
n958;AutomaticRecord;027;SCB B4700..;4 
n958;AutomaticRecord;028;SCB B4800..;4 
n958;AutomaticRecord;029;SCB B4900..;4 
n958;AutomaticRecord;030;-;20 
n958;AutomaticRecord;031;-;20 
n958;AutomaticRecord;032;-;20 
n958;AutomaticRecord;033;-;20 
n958;AutomaticRecord;034;-;20 
n958;AutomaticRecord;035;-;20 
n958;AutomaticRecord;036;-;20 
n958;AutomaticRecord;037;-;20 
n958;AutomaticRecord;038;-;20 
n958;AutomaticRecord;039;-;20 
n958;AutomaticRecord;040;-;20 
n958;AutomaticRecord;041;Scom2 B6100..;4 
n958;AutomaticRecord;042;Scom2 B6200..;4 
n958;AutomaticRecord;043;Scom2 B6300..;4 
n958;AutomaticRecord;044;Scom2 B6400..;4 
n958;AutomaticRecord;045;Scom2 B6500..;4 
n958;AutomaticRecord;046;Scom2 B6600..;4 
n958;AutomaticRecord;047;Scom2 B6700..;4 
n958;AutomaticRecord;048;Scom2 B6800..;4 
n958;AutomaticRecord;049;Scom2 B6900..;4 
n958;AutomaticRecord;050;-;20 
n958;AutomaticRecord;051;SLB B7100..;4 
n958;AutomaticRecord;052;SLB B7200..;4 
n958;AutomaticRecord;053;SLB B7300..;4 
n958;AutomaticRecord;054;SLB B7400..;4 
n958;AutomaticRecord;055;SLB B7500..;4 
n958;AutomaticRecord;056;SLB B7600..;4 
n958;AutomaticRecord;057;SLB B7700..;4 
n958;AutomaticRecord;058;SLB B7800..;4 
n958;AutomaticRecord;059;SLB B7900..;4 
n958;AutomaticRecord;060;-;20 
n958;AutomaticRecord;061;2nd CB/TB B8100;4 
n958;AutomaticRecord;062;2nd CB/TB B8200;4 
n958;AutomaticRecord;063;2nd CB/TB B8300;4 
n958;AutomaticRecord;064;2nd CB/TB B8400;4 
n958;AutomaticRecord;065;2nd CB/TB B8500;4 
n958;AutomaticRecord;066;2nd CB/TB B8600;4 
n958;AutomaticRecord;067;2nd CB/TB B8700;4 
n958;AutomaticRecord;068;2nd CB/TB B8800;4 
n958;AutomaticRecord;069;2nd CB/TB B8900;4 
n958;AutomaticRecord;070;-;20 
n958;AutomaticRecord;071;-;20 
n958;AutomaticRecord;072;-;20 
n958;AutomaticRecord;073;-;20 
n958;AutomaticRecord;074;-;20 
n958;AutomaticRecord;075;-;20 
n958;AutomaticRecord;076;-;20 
n958;AutomaticRecord;077;-;20 
n958;AutomaticRecord;078;-;20 
n958;AutomaticRecord;079;-;20 
n958;AutomaticRecord;080;-;20 
n958;AutomaticRecord;081;SCI AnaInSlave1;4 
n958;AutomaticRecord;082;SCI1AnaInSlave2;4 
n958;AutomaticRecord;083;SCI1DigInSl1;20 
n958;AutomaticRecord;084;SCI1DigInSl2;20 
n958;AutomaticRecord;085;SCI2 DigInSl1;20 
n958;AutomaticRecord;086;SCI2 DigInSl2;20 
n958;AutomaticRecord;087;SCB USS Setp;20 
n958;AutomaticRecord;088;SCBSetpPeer;20 
n958;AutomaticRecord;089;-;20 
n958;AutomaticRecord;090;-;20 
n958;AutomaticRecord;091;SCI1 Slave1 AO;4 
n958;AutomaticRecord;092;SCI1 Slave2 AO;4 
n958;AutomaticRecord;093;SCI1 Slave1 DO;20 
n958;AutomaticRecord;094;SCI1 Slave2 DO;20 
n958;AutomaticRecord;095;SCI2 DigOutSl1;20 
n958;AutomaticRecord;096;SCI2 DigOutSl2;20 
n958;AutomaticRecord;097;SCB USS ActV;20 
n958;AutomaticRecord;098;SCB Peer ActV;20 
n958;AutomaticRecord;099;-;20 
n958;AutomaticRecord;100;-;20 
n959;SamplingTimes9;001;Monitor ElecSup;5 
n959;SamplingTimes9;002;Binector Disp;7 
n959;SamplingTimes9;003;ConnDisp %;7 
n959;SamplingTimes9;004;ConnDisp Dec;7 
n959;SamplingTimes9;005;ConnDisp Hex;7 
n959;SamplingTimes9;006;ConnDisp Amp;7 
n959;SamplingTimes9;007;ConnDisp Volt;7 
n959;SamplingTimes9;008;ConnDisp Torq;7 
n959;SamplingTimes9;009;ConnDisp rpm;7 
n959;SamplingTimes9;010;ConnDisp Hertz;7 
n959;SamplingTimes9;011;Power Disp;7 
n959;SamplingTimes9;012;-;20 
n959;SamplingTimes9;013;-;20 
n959;SamplingTimes9;014;-;20 
n959;SamplingTimes9;015;PMU Evaluation;4 
n959;SamplingTimes9;016;OP Display;4 
n959;SamplingTimes9;017;Basic Unit AI;3 
n959;SamplingTimes9;018;-;20 
n959;SamplingTimes9;019;Basic Unit AO;3 
n959;SamplingTimes9;020;SLB Conf&Diag;7 
n959;SamplingTimes9;021;SLB ActV;2 
n959;SamplingTimes9;022;-;20 
n959;SamplingTimes9;023;-;20 
n959;SamplingTimes9;024;-;20 
n959;SamplingTimes9;025;Control Word1;4 
n959;SamplingTimes9;026;Control Word2;4 
n959;SamplingTimes9;027;Status Word1;4 
n959;SamplingTimes9;028;Status Word2;4 
n959;SamplingTimes9;029;-;20 
n959;SamplingTimes9;030;-;20 
n959;SamplingTimes9;031;-;20 
n959;SamplingTimes9;032;-;20 
n959;SamplingTimes9;033;Setpoint Enc;4 
n959;SamplingTimes9;034;-;20 
n959;SamplingTimes9;035;-;20 
n959;SamplingTimes9;036;-;20 
n959;SamplingTimes9;037;-;20 
n959;SamplingTimes9;038;-;20 
n959;SamplingTimes9;039;FixedSetpoints2;20 
n959;SamplingTimes9;040;Fixed Setpoints;4 
n959;SamplingTimes9;041;MOP;4 
n959;SamplingTimes9;042;Setp Cond 1;4 
n959;SamplingTimes9;043;SetpProc. 2;4 
n959;SamplingTimes9;044;Setp Cond 3;3 
n959;SamplingTimes9;045;Setp Cond 4;3 
n959;SamplingTimes9;046;SetpSlaveDrive;20 
n959;SamplingTimes9;047;Setp Cond1L;20 
n959;SamplingTimes9;048;Setp Cond2L;20 
n959;SamplingTimes9;049;Setp Cond3L;20 
n959;SamplingTimes9;050;-;20 
n959;SamplingTimes9;051;-;20 
n959;SamplingTimes9;052;-;20 
n959;SamplingTimes9;053;-;20 
n959;SamplingTimes9;054;-;20 
n959;SamplingTimes9;055;V/f Charac;20 
n959;SamplingTimes9;056;Gating Unit;2 
n959;SamplingTimes9;057;-;20 
n959;SamplingTimes9;058;-;20 
n959;SamplingTimes9;059;Messages SK2;20 
n959;SamplingTimes9;060;SetpCh Messages;4 
n959;SamplingTimes9;061;Monitors;4 
n959;SamplingTimes9;062;Actual Values;2 
n959;SamplingTimes9;063;-;20 
n959;SamplingTimes9;064;Alarms;20 
n959;SamplingTimes9;065;Fault Memory;4 
n959;SamplingTimes9;066;Datasets;4 
n959;SamplingTimes9;067;Motor Parameter;4 
n959;SamplingTimes9;068;SeqControl;4 
n959;SamplingTimes9;069;MainCont Contr;4 
n959;SamplingTimes9;070;Optional Board;10 
n959;SamplingTimes9;071;-;20 
n959;SamplingTimes9;072;Parameterizatio;10 
n959;SamplingTimes9;073;-;20 
n959;SamplingTimes9;074;Mot Param Sync;20 
n959;SamplingTimes9;075;Tracer;20 
n959;SamplingTimes9;076;ConnPar Conv;6 
n959;SamplingTimes9;077;-;20 
n959;SamplingTimes9;078;-;20 
n959;SamplingTimes9;079;-;20 
n959;SamplingTimes9;080;-;20 
n959;SamplingTimes9;081;-;20 
n959;SamplingTimes9;082;-;20 
n959;SamplingTimes9;083;-;20 
n959;SamplingTimes9;084;-;20 
n959;SamplingTimes9;085;-;20 
n959;SamplingTimes9;086;-;20 
n959;SamplingTimes9;087;-;20 
n959;SamplingTimes9;088;-;20 
n959;SamplingTimes9;089;-;20 
n959;SamplingTimes9;090;-;20 
n959;SamplingTimes9;091;-;20 
n959;SamplingTimes9;092;-;20 
n959;SamplingTimes9;093;-;20 
n959;SamplingTimes9;094;-;20 
n959;SamplingTimes9;095;-;20 
n959;SamplingTimes9;096;-;20 
n959;SamplingTimes9;097;SEB and Diag;2 
n959;SamplingTimes9;098;Technol CU2-Reg;3 
n959;SamplingTimes9;099;Internal;2 
n959;SamplingTimes9;100;-;20 
U960;Func Sequence;001;Test Func T2;10 
U960;Func Sequence;002;Test Func T3;20 
U960;Func Sequence;003;Test Func T4;30 
U960;Func Sequence;004;Test Func T5;40 
U960;Func Sequence;005;Test Func T6;50 
U960;Func Sequence;006;Test Func T7;60 
U960;Func Sequence;007;Test Func T8;70 
U960;Func Sequence;008;Test Func T9;80 
U960;Func Sequence;009;Test Func T10;90 
U960;Func Sequence;010;SCom1 Setp;0 
U960;Func Sequence;011;1st CB Setp;110 
U960;Func Sequence;012;SLB Setpoints;120 
U960;Func Sequence;013;Basic Unit DI;130 
U960;Func Sequence;014;SCom2 Setpoints;0 
U960;Func Sequence;015;2nd CB Setp;1 
U960;Func Sequence;016;-;160 
U960;Func Sequence;017;-;170 
U960;Func Sequence;018;-;180 
U960;Func Sequence;019;-;190 
U960;Func Sequence;020;SCom1 ActV;9998 
U960;Func Sequence;021;1st CB ActV;9999 
U960;Func Sequence;022;-;220 
U960;Func Sequence;023;Basic Unit DO;9998 
U960;Func Sequence;024;SCom2 ActV;9998 
U960;Func Sequence;025;2nd CB ActV;9997 
U960;Func Sequence;026;-;260 
U960;Func Sequence;027;-;270 
U960;Func Sequence;028;-;280 
U960;Func Sequence;029;-;290 
U960;Func Sequence;030;-;300 
U960;Func Sequence;031;FixSetp 17;310 
U960;Func Sequence;032;FixSetp 18;320 
U960;Func Sequence;033;FixSetp 19;330 
U960;Func Sequence;034;FixSetp 20;340 
U960;Func Sequence;035;FixSetp 21;350 
U960;Func Sequence;036;FixSetp 22;360 
U960;Func Sequence;037;FixSetp 23;370 
U960;Func Sequence;038;FixSetp 24;380 
U960;Func Sequence;039;FixSetp 25;390 
U960;Func Sequence;040;FixSetp 26;400 
U960;Func Sequence;041;FixSetp 27;410 
U960;Func Sequence;042;FixSetp 28;420 
U960;Func Sequence;043;FixSetp 29;430 
U960;Func Sequence;044;FixSetp 30;440 
U960;Func Sequence;045;FixSetp 31;450 
U960;Func Sequence;046;FixSetp 32;460 
U960;Func Sequence;047;FixSetp 33;470 
U960;Func Sequence;048;FixBit 1;480 
U960;Func Sequence;049;FixBit 2;490 
U960;Func Sequence;050;FixBit 3;500 
U960;Func Sequence;051;FixBit 4;510 
U960;Func Sequence;052;FixBit 5;520 
U960;Func Sequence;053;FixBit 6;530 
U960;Func Sequence;054;FixBit 7;540 
U960;Func Sequence;055;FixBit 8;550 
U960;Func Sequence;056;Conn/DConnConv;560 
U960;Func Sequence;057;Conn/Bin Conv1;570 
U960;Func Sequence;058;Conn/Bin Conv2;580 
U960;Func Sequence;059;Conn/Bin Conv3;590 
U960;Func Sequence;060;CamConGroup 1+2;600 
U960;Func Sequence;061;CamConGroup 3+4;610 
U960;Func Sequence;062;Demultiplexer;620 
U960;Func Sequence;063;AnaDelayEl 1;630 
U960;Func Sequence;064;AnaDelayEl 2;640 
U960;Func Sequence;065;PulseGen 1;650 
U960;Func Sequence;066;SampTimeChange1;660 
U960;Func Sequence;067;SampTimeChange2;670 
U960;Func Sequence;068;SampTimeChange3;680 
U960;Func Sequence;069;SampTimeChange4;690 
U960;Func Sequence;070;SampTimeChange5;700 
U960;Func Sequence;071;SampTimeChange6;710 
U960;Func Sequence;072;-;720 
U960;Func Sequence;073;-;730 
U960;Func Sequence;074;-;740 
U960;Func Sequence;075;AbsValueGen1;750 
U960;Func Sequence;076;Track/Store 1;760 
U960;Func Sequence;077;Store 1;770 
U960;Func Sequence;078;AND element 1;780 
U960;Func Sequence;079;AND element 2;790 
U960;Func Sequence;080;CamContr 5+6;800 
U960;Func Sequence;081;-;810 
U960;Func Sequence;082;-;820 
U960;Func Sequence;083;Adder1 1Word;830 
U960;Func Sequence;084;SignInv1 1Word;840 
U960;Func Sequence;085;Switch1 1Word;850 
U960;Func Sequence;086;Switch1 2Word;860 
U960;Func Sequence;087;Switch2 2Word;870 
U960;Func Sequence;088;Deadzone;880 
U960;Func Sequence;089;AND element 3;890 
U960;Func Sequence;090;OR element 1;900 
U960;Func Sequence;091;OR element 2;910 
U960;Func Sequence;092;NAND element 1;920 
U960;Func Sequence;093;EXOR 1;930 
U960;Func Sequence;094;Binary Switch 1;940 
U960;Func Sequence;095;Timer 1;950 
U960;Func Sequence;096;EXOR 2;960 
U960;Func Sequence;097;Binary Switch 2;970 
U960;Func Sequence;098;-;980 
U960;Func Sequence;099;-;990 
U960;Func Sequence;100;-;1000 
U961;Func Sequence;001;Adder2 1Word;1010 
U961;Func Sequence;002;Subtr1 1Word;1020 
U961;Func Sequence;003;SignInv1 2Word;1030 
U961;Func Sequence;004;Multipl 1 1Word;1040 
U961;Func Sequence;005;Divider1 1Word;1050 
U961;Func Sequence;006;Mult/Div1 1Word;1060 
U961;Func Sequence;007;Curve 1;1070 
U961;Func Sequence;008;Inverter 1;1080 
U961;Func Sequence;009;AND element 4;1090 
U961;Func Sequence;010;Inverter 2;1100 
U961;Func Sequence;011;Inverter 3;1110 
U961;Func Sequence;012;MulDiv32 1;1120 
U961;Func Sequence;013;-;1130 
U961;Func Sequence;014;-;1140 
U961;Func Sequence;015;Adder1 2Word;1150 
U961;Func Sequence;016;Subtr1 2Word;1160 
U961;Func Sequence;017;SignInv2 1Word;1170 
U961;Func Sequence;018;LmtVMon1 1Word;1180 
U961;Func Sequence;019;Switch2 1Word;1190 
U961;Func Sequence;020;Switch3 2Word;1200 
U961;Func Sequence;021;Switch3 1Word;1210 
U961;Func Sequence;022;AND element 5;1220 
U961;Func Sequence;023;OR element 3;1230 
U961;Func Sequence;024;NAND element 2;1240 
U961;Func Sequence;025;D Flipflop1;1250 
U961;Func Sequence;026;-;1260 
U961;Func Sequence;027;-;1270 
U961;Func Sequence;028;-;1280 
U961;Func Sequence;029;Adder2 2Word;1290 
U961;Func Sequence;030;SwSignInv 1Word;1300 
U961;Func Sequence;031;Multipl1 2Word;1310 
U961;Func Sequence;032;Mult/Div2 1Word;1320 
U961;Func Sequence;033;Curve 2;1330 
U961;Func Sequence;034;RS Flipflop1;1340 
U961;Func Sequence;035;AND element 6;1350 
U961;Func Sequence;036;RS Flipflop 2;1360 
U961;Func Sequence;037;Inverter 4;1370 
U961;Func Sequence;038;Counter;1380 
U961;Func Sequence;039;-;1390 
U961;Func Sequence;040;-;1400 
U961;Func Sequence;041;-;1410 
U961;Func Sequence;042;Adder3 1Word;1420 
U961;Func Sequence;043;Divider1 2Word;1430 
U961;Func Sequence;044;AND element 7;1440 
U961;Func Sequence;045;OR element 4;1450 
U961;Func Sequence;046;Inverter 5;1460 
U961;Func Sequence;047;NAND element 3;1470 
U961;Func Sequence;048;Binary Switch 3;1480 
U961;Func Sequence;049;RS Flipflop 3;1490 
U961;Func Sequence;050;Timer 7;1500 
U961;Func Sequence;051;Comfort RGen;1510 
U961;Func Sequence;052;-;1520 
U961;Func Sequence;053;Integrator32 1;1530 
U961;Func Sequence;054;Pampf 32_2;1540 
U961;Func Sequence;055;-;1550 
U961;Func Sequence;056;-;1560 
U961;Func Sequence;057;4fold Adder;1570 
U961;Func Sequence;058;Subtr2 1Word;1580 
U961;Func Sequence;059;Multipl2 1Word;1590 
U961;Func Sequence;060;Switch4 1Word;1600 
U961;Func Sequence;061;AND element 8;1610 
U961;Func Sequence;062;AND element 9;1620 
U961;Func Sequence;063;OR element 5;1630 
U961;Func Sequence;064;Inverter 6;1640 
U961;Func Sequence;065;Binary Switch 4;1650 
U961;Func Sequence;066;RS Flipflop 4;1660 
U961;Func Sequence;067;Timer 2;1670 
U961;Func Sequence;068;Sample&Hold 1;0 
U961;Func Sequence;069;Sample&Hold 2;0 
U961;Func Sequence;070;Sample&Hold 3;0 
U961;Func Sequence;071;-;1710 
U961;Func Sequence;072;Modulo 2^16 Add;1720 
U961;Func Sequence;073;Mult/Div3 1Word;1730 
U961;Func Sequence;074;Limitr1 1Word;1740 
U961;Func Sequence;075;LmtVMon2 2Word;1750 
U961;Func Sequence;076;Switch5 1Word;1760 
U961;Func Sequence;077;Switch4 2Word;1770 
U961;Func Sequence;078;Multiplexer 1;1780 
U961;Func Sequence;079;AND element 10;1790 
U961;Func Sequence;080;AND element 11;1800 
U961;Func Sequence;081;OR element 6;1810 
U961;Func Sequence;082;RS Flipflop 5;1820 
U961;Func Sequence;083;Timer 5;1830 
U961;Func Sequence;084;Timer 3;1840 
U961;Func Sequence;085;Integrator32 2;1850 
U961;Func Sequence;086;Winding Press;1860 
U961;Func Sequence;087;SimpRGen;1870 
U961;Func Sequence;088;Multiplexer 3;1880 
U961;Func Sequence;089;-;1890 
U961;Func Sequence;090;SwSignInv 2Word;1900 
U961;Func Sequence;091;Modulo 2^32 Add;1910 
U961;Func Sequence;092;AND element 12;1920 
U961;Func Sequence;093;OR element 7;1930 
U961;Func Sequence;094;Inverter 7;1940 
U961;Func Sequence;095;NAND element 4;1950 
U961;Func Sequence;096;Binary Switch 5;1960 
U961;Func Sequence;097;RS Flipflop 6;1970 
U961;Func Sequence;098;RS Flipflop 7;1980 
U961;Func Sequence;099;Timer 4;1990 
U961;Func Sequence;100;-;2000 
U962;Func Sequence;001;TeCntr;2010 
U962;Func Sequence;002;WobbleGen;2020 
U962;Func Sequence;003;Shift32_4;2030 
U962;Func Sequence;004;-;2040 
U962;Func Sequence;005;Adder3 2Word;2050 
U962;Func Sequence;006;Subtr3 1Word;2060 
U962;Func Sequence;007;AbsValGen4;2070 
U962;Func Sequence;008;Switch5 2Word;2080 
U962;Func Sequence;009;Curve 3;2090 
U962;Func Sequence;010;OR element 8;2100 
U962;Func Sequence;011;OR element 9;2110 
U962;Func Sequence;012;NAND element 5;2120 
U962;Func Sequence;013;RS Flipflop 8;2130 
U962;Func Sequence;014;RS Flipflop 9;2140 
U962;Func Sequence;015;D Flipflop 2;2150 
U962;Func Sequence;016;Timer 6;2160 
U962;Func Sequence;017;Multiplexer 4;2170 
U962;Func Sequence;018;-;2180 
U962;Func Sequence;019;-;2190 
U962;Func Sequence;020;Adder4 1Word;2200 
U962;Func Sequence;021;Adder4 2Word;2210 
U962;Func Sequence;022;SignInv2 2Word;2220 
U962;Func Sequence;023;Divider2 1Word;2230 
U962;Func Sequence;024;Maximum Select;2240 
U962;Func Sequence;025;Minimum Select;2250 
U962;Func Sequence;026;AND element 13;2260 
U962;Func Sequence;027;NAND element 6;2270 
U962;Func Sequence;028;EXOR 3;2280 
U962;Func Sequence;029;RS Flipflop 10;2290 
U962;Func Sequence;030;RS Flipflop 11;2300 
U962;Func Sequence;031;PT1Elem32 1;2310 
U962;Func Sequence;032;DElem32 1;2320 
U962;Func Sequence;033;-;2330 
U962;Func Sequence;034;-;2340 
U962;Func Sequence;035;Subtr2 2Word;2350 
U962;Func Sequence;036;SignInv3 1Word;2360 
U962;Func Sequence;037;Multipl3 1Word;2370 
U962;Func Sequence;038;Limiter2 1Word;2380 
U962;Func Sequence;039;AND element 14;2390 
U962;Func Sequence;040;OR element 10;2400 
U962;Func Sequence;041;Inverter 8;2410 
U962;Func Sequence;042;NAND element 7;2420 
U962;Func Sequence;043;PT1Elem32 2;2430 
U962;Func Sequence;044;-;2440 
U962;Func Sequence;045;-;2450 
U962;Func Sequence;046;-;2460 
U962;Func Sequence;047;AbsValGen 2;2470 
U962;Func Sequence;048;Limiter1 2Word;2480 
U962;Func Sequence;049;LmtVMon2 1Word;2490 
U962;Func Sequence;050;Store 2;2500 
U962;Func Sequence;051;AND element 15;2510 
U962;Func Sequence;052;AND element 16;2520 
U962;Func Sequence;053;Inverter 9;2530 
U962;Func Sequence;054;AND element 17;2540 
U962;Func Sequence;055;Inverter 10;2550 
U962;Func Sequence;056;Bin/Con Convrt4;2560 
U962;Func Sequence;057;Time slot wait;2570 
U962;Func Sequence;058;Adr/Con Transf;2580 
U962;Func Sequence;059;Fault F148;2590 
U962;Func Sequence;060;Fault F149;2600 
U962;Func Sequence;061;Fault F150;2610 
U962;Func Sequence;062;Fault F151;2620 
U962;Func Sequence;063;Alarm A061;2630 
U962;Func Sequence;064;Alarm A062;2640 
U962;Func Sequence;065;Alarm A063;2650 
U962;Func Sequence;066;Alarm A064;2660 
U962;Func Sequence;067;AbsValGen3;2670 
U962;Func Sequence;068;LmtValMon1 2Wrd;2680 
U962;Func Sequence;069;Track/Store 2;2690 
U962;Func Sequence;070;OR element 11;2700 
U962;Func Sequence;071;RS Flipflop 12;2710 
U962;Func Sequence;072;TraceOut Ch1;2720 
U962;Func Sequence;073;TraceOut Ch2;2730 
U962;Func Sequence;074;TraceOut Ch3;2740 
U962;Func Sequence;075;ConnDisp 1;2750 
U962;Func Sequence;076;ConnDisp 2;2760 
U962;Func Sequence;077;ConnDisp 3;2770 
U962;Func Sequence;078;DConnDisp 1;2780 
U962;Func Sequence;079;DConnDisp 2;2790 
U962;Func Sequence;080;DConnDisp 3;2800 
U962;Func Sequence;081;DConnDisp 4;2810 
U962;Func Sequence;082;BinDisp 1;2820 
U962;Func Sequence;083;BinDisp 2;2830 
U962;Func Sequence;084;BinDisp 3;2840 
U962;Func Sequence;085;BinDisp 4;2850 
U962;Func Sequence;086;ConnDisp Smth;2860 
U962;Func Sequence;087;DConnDisp Smth;2870 
U962;Func Sequence;088;DConn/Conn Conv;2880 
U962;Func Sequence;089;Bin/Conn Conv 1;2890 
U962;Func Sequence;090;Bin/Conn Conv 2;2900 
U962;Func Sequence;091;Bin/Conn Conv 3;2910 
U962;Func Sequence;092;AND element 18;2920 
U962;Func Sequence;093;OR element 12;2930 
U962;Func Sequence;094;NAND element 8;2940 
U962;Func Sequence;095;TraceOut Ch4;2950 
U962;Func Sequence;096;TraceOut Ch5;2960 
U962;Func Sequence;097;Trace Out Ch6;2970 
U962;Func Sequence;098;TraceOut Ch7;2980 
U962;Func Sequence;099;TraceOut Ch8;2990 
U962;Func Sequence;100;-;3000 
U963;Func Sequence;001;1st EB1 AnaIn1;3010 
U963;Func Sequence;002;1st EB1AnaIn2+3;3020 
U963;Func Sequence;003;1st EB1 AnaOut;3030 
U963;Func Sequence;004;1stEB1 DE+DA;3040 
U963;Func Sequence;005;1st EB1 DigIn1;3050 
U963;Func Sequence;006;2nd EB1AnaIn1;3060 
U963;Func Sequence;007;2nd EB1AnaIn2+3;3070 
U963;Func Sequence;008;2nd EB1 AnaOut;3080 
U963;Func Sequence;009;2ndEB1DigIn+Out;3090 
U963;Func Sequence;010;2nd EB1 DigIn1;3100 
U963;Func Sequence;011;1st EB2 AnaIn;3110 
U963;Func Sequence;012;1st EB2 AnaOut;3120 
U963;Func Sequence;013;1st EB2 DigIn;3130 
U963;Func Sequence;014;1st EB2 DigOut;3140 
U963;Func Sequence;015;2nd EB2 AnaIn;3150 
U963;Func Sequence;016;2nd EB2 AnaOut;3160 
U963;Func Sequence;017;2nd EB2 DigIn;3170 
U963;Func Sequence;018;2nd EB2 DigOut;3180 
U963;Func Sequence;019;-;3190 
U963;Func Sequence;020;-;3200 
U963;Func Sequence;021;-;3210 
U963;Func Sequence;022;-;3220 
U963;Func Sequence;023;TSY DigIn;0 
U963;Func Sequence;024;TSY DigOut;9998 
U963;Func Sequence;025;SCB Setp;0 
U963;Func Sequence;026;SCB ActV;9998 
U963;Func Sequence;027;-;3270 
U963;Func Sequence;028;-;3280 
U963;Func Sequence;029;-;3290 
U963;Func Sequence;030;-;3300 
U963;Func Sequence;031;-;3310 
U963;Func Sequence;032;-;3320 
U963;Func Sequence;033;-;3330 
U963;Func Sequence;034;-;3340 
U963;Func Sequence;035;-;3350 
U963;Func Sequence;036;Shift32_1;3360 
U963;Func Sequence;037;Shift32_2;3370 
U963;Func Sequence;038;Shift32_3;3380 
U963;Func Sequence;039;PAmpf 32_1;3390 
U963;Func Sequence;040;-;3400 
U963;Func Sequence;041;-;3410 
U963;Func Sequence;042;-;3420 
U963;Func Sequence;043;-;3430 
U963;Func Sequence;044;-;3440 
U963;Func Sequence;045;-;3450 
U963;Func Sequence;046;-;3460 
U963;Func Sequence;047;DiaCalculator;3470 
U963;Func Sequence;048;BrakeControl;3480 
U963;Func Sequence;049;Inertia;3490 
U963;Func Sequence;050;-;3500 
U963;Func Sequence;051;-;3510 
U963;Func Sequence;052;-;3520 
U963;Func Sequence;053;-;3530 
U963;Func Sequence;054;-;3540 
U963;Func Sequence;055;-;3550 
U963;Func Sequence;056;-;3560 
U963;Func Sequence;057;-;3570 
U963;Func Sequence;058;-;3580 
U963;Func Sequence;059;-;3590 
U963;Func Sequence;060;-;3600 
U963;Func Sequence;061;-;3610 
U963;Func Sequence;062;-;3620 
U963;Func Sequence;063;-;3630 
U963;Func Sequence;064;-;3640 
U963;Func Sequence;065;-;3650 
U963;Func Sequence;066;-;3660 
U963;Func Sequence;067;-;3670 
U963;Func Sequence;068;-;3680 
U963;Func Sequence;069;-;3690 
U963;Func Sequence;070;Noise;3700 
U963;Func Sequence;071;-;3710 
U963;Func Sequence;072;Trace;0 
U963;Func Sequence;073;-;3730 
U963;Func Sequence;074;-;3740 
U963;Func Sequence;075;-;3750 
U963;Func Sequence;076;-;3760 
U963;Func Sequence;077;-;3770 
U963;Func Sequence;078;-;3780 
U963;Func Sequence;079;-;3790 
U963;Func Sequence;080;-;3800 
U963;Func Sequence;081;-;3810 
U963;Func Sequence;082;-;3820 
U963;Func Sequence;083;-;3830 
U963;Func Sequence;084;-;3840 
U963;Func Sequence;085;-;3850 
U963;Func Sequence;086;-;3860 
U963;Func Sequence;087;-;3870 
U963;Func Sequence;088;-;3880 
U963;Func Sequence;089;-;3890 
U963;Func Sequence;090;-;3900 
U963;Func Sequence;091;-;3910 
U963;Func Sequence;092;-;3920 
U963;Func Sequence;093;-;3930 
U963;Func Sequence;094;-;3940 
U963;Func Sequence;095;-;3950 
U963;Func Sequence;096;-;3960 
U963;Func Sequence;097;-;3970 
U963;Func Sequence;098;-;3980 
U963;Func Sequence;099;-;3990 
U963;Func Sequence;100;-;4000 
n967;Function Seq 7;001;Speed Encoder;0 
n967;Function Seq 7;002;PulseEncSyn;0 
n967;Function Seq 7;003;-;0 
n967;Function Seq 7;004;-;0 
n967;Function Seq 7;005;DispReg;0 
n967;Function Seq 7;006;Disp V/f Char;0 
